groupid,output
2055,0.00312473
2056,0.0341052
2057,0.00302737
2058,1
2061,0.864789
2063,1
2064,0.998997
2066,0.00659286
2067,1
2068,0.00712966
2069,0.0196724
2072,0.00158079
2073,1
2075,0.0331353
2076,0.00738569
2077,0.14772
2078,0.189228
2079,0.00958898
2081,0.644218
2082,0.0228517
2083,0.0361979
2084,0.0369395
2085,0.036152
2086,0.000646169
2087,0.0293477
2089,0.00622138
2090,0.0455493
2091,0.0177552
2093,0.0821129
2094,0.949878
2095,0.0243949
2097,0.875051
2098,0.836574
2100,1
2101,0.72712
2102,0.0297166
2103,0.00538006
2104,0.0282007
2105,0.0400598
2106,0.0401959
2108,0.982758
2109,0.082251
2110,1
2113,0.83047
2114,1
2115,1
2117,0.980837
2118,0.0024463
2119,0.000373813
2120,0.000682065
2121,0.00377498
2123,0.00519909
2124,0.419002
2125,0.200688
2126,0.0193465
2127,0.000736212
2128,0
2130,0
2131,0.00104773
2132,0.00191736
2133,0.15845
2134,0.00587754
2135,0.0472127
2137,0.129311
2138,0.0410562
2139,0.0135623
2140,0.0188048
2141,0.573587
2142,0.00325798
2143,0.00659631
2144,0.13512
2146,0.0374042
2147,0.00290496
2148,0.00256674
2149,0.0428329
2151,0.0222969
2152,1
2153,0.0277238
2154,0.210365
2155,0.00189849
2156,0.0470772
2157,0.803421
2158,0.831914
2159,0.00905817
2160,0.112117
2161,0.954094
2162,0.0122117
2163,0.00628261
2164,0.00598992
2165,0.0129016
2166,0.0207889
2167,0.0305656
2168,0.00184799
2169,0
2170,0.00494835
2171,0.00608661
2175,0.00417112
2176,0.000131295
2177,0.00256111
2178,0.0865484
2179,0.0137834
2181,0.100731
2182,0.0877283
2183,0.0506159
2184,0.804599
2185,0.862282
2186,0.997071
2187,0.62195
2188,0.00210787
2189,0.00384279
2192,0.957678
2193,0.015124
2194,0.119517
2195,1
2196,0.0120134
2197,0.865123
2198,0.0209374
2199,0.036913
2200,0.000735833
2201,0.0111065
2202,0.00851797
2205,0.847369
2206,0.985689
2208,0.00176109
2209,0.00662326
2210,0.00453395
2211,0.0222227
2212,0.0473093
2213,0.0100773
2214,0.0971358
2215,0.109301
2216,0.0131304
2217,0.922268
2218,0.96115
2219,0.765658
2220,0.144208
2221,0.993782
2222,0.0155875
2223,0.100855
2224,0.136216
2225,0.00766831
2226,0.948624
2227,0.988318
2229,0.0210204
2230,0.742597
2231,0.00906634
2232,0.0319666
2233,0.0124071
2234,0.00761262
2235,0.121813
2236,0.905776
2237,0.230254
2238,0.2239
2239,0.0662611
2240,0.00180527
2241,0.00175005
2242,0.00641636
2243,0.010192
2244,0.0426234
2245,0.0778378
2246,0.117913
2249,0.00670507
2250,0.0012096
2251,0.0180102
2252,0.000558207
2253,1
2254,0.000317661
2255,0.0036002
2256,0.93909
2258,0.00748284
2259,0.00569049
2260,0.0330308
2261,0.0109501
2262,0.00987393
2263,0.0232279
2264,0.828551
2266,0.622454
2267,0.830025
2268,0.00870932
2269,0.0215085
2270,0.0146611
2271,0.01365
2272,0.0134533
2273,0.0189753
2275,0.96302
2276,0.0183637
2277,0.0142785
2278,0.034902
2279,1
2280,1
2281,0.00235151
2282,0.0105381
2283,0.000739992
2284,0.00224103
2285,0.00637797
2287,0.00182943
2288,0.000684659
2289,0.00192435
2290,0.943187
2291,0.0869607
2294,0.963098
2295,0.95597
2297,0.273443
2298,0.255531
2299,0.994678
2300,1
2301,0.0475817
2302,1
2303,0.0256067
2304,0.98759
2305,0.00439391
2306,0.928254
2308,0.997648
2311,0.888366
2312,1
2313,0.994777
2314,0.87234
2316,0.993358
2317,1
2318,0.219298
2320,0.933493
2321,0.948478
2323,0.00179886
2325,0.00550317
2326,0.0216167
2327,0.0610885
2329,0.0370427
2330,0.00171059
2331,0.00789531
2332,0.0122598
2333,0.987907
2334,0.0266727
2335,0.0054938
2336,0.299036
2337,0.000263041
2338,0.000136269
2339,0.00487034
2341,0.073412
2343,0.188051
2344,0.860855
2345,0.834502
2346,0.898658
2347,0.612745
2348,0.0123086
2349,0.0129795
2350,0.0453504
2351,0.0249955
2352,0.969395
2353,0.95952
2355,0.898254
2356,0.0163725
2357,0.00223966
2359,0.606021
2360,0.00613094
2361,0.0187743
2362,0.0342172
2364,0.00143831
2365,0.000958394
2367,0.000290104
2368,0.00325505
2369,0.00467274
2370,0.0386761
2371,0.00160781
2372,0.019651
2373,0.0345281
2374,0.00239497
2375,0.00890631
2376,0.0384127
2377,0.0156309
2378,0.0178129
2379,0.0186755
2380,0.997548
2381,0.0270405
2382,0.735347
2384,0.0265575
2386,0.00126263
2387,0.0129343
2388,0.0225945
2389,0.0835914
2390,0.000664103
2391,0.852281
2392,0.00799419
2393,0.00705549
2394,0.0146658
2395,0.00825939
2396,0.0196012
2397,0.0439661
2398,0.0420791
2399,0.092575
2400,0.475731
2401,0.116977
2402,0.00132279
2403,0.000917595
2404,0.0128651
2405,0.921905
2406,0.0698756
2407,0.0440465
2408,0.0154411
2409,0.00747588
2410,0.000504889
2411,0.0180769
2412,0.000759683
2413,0.00561061
2414,0.0386235
2415,0.0739688
2418,0.977931
2419,0.984093
2420,0.993683
2421,0.00501562
2422,0.000383676
2423,0
2424,0.0114555
2425,0.00306873
2426,0.00893713
2428,0.0507391
2430,0.0115241
2432,0.000897267
2433,0.00122276
2434,0.0300662
2435,0.0308795
2436,0.00460871
2437,0.0167117
2438,0.0389486
2439,0.945049
2440,0.0560918
2442,0.00340351
2443,0.0039712
2444,0.01268
2445,0.0234922
2446,0.0403142
2447,0.0362601
2448,0.919737
2449,0.0232222
2452,0.0369463
2453,0.000925249
2454,0.911266
2455,0.00576457
2456,0.00447979
2459,0.0365138
2460,0.0549168
2461,0.0115371
2462,0.000474112
2463,0.0310462
2464,0.0202345
2465,0.333881
2467,0.130054
2468,0.985738
2470,0.0133209
2471,0.00107235
2472,0.0204146
2473,0.0507539
2474,0.0483262
2475,0.11021
2476,0.000839172
2478,0.00275715
2479,0.00332228
2480,0.000864145
2481,0.0266351
2482,1
2483,0.0353061
2485,0.929548
2486,0.0663218
2488,0.0278257
2489,0.0244267
2490,1
2492,0.0018648
2493,0.00159424
2494,0.00963504
2497,0.0193882
2498,0.0110006
2501,0.000442739
2502,0.00977542
2503,0.00719254
2504,0.934511
2505,0.00210618
2506,0.120543
2507,0.138295
2508,0.202484
2509,0.308129
2511,0.00287989
2512,0.011544
2514,0.0178425
2515,0.272601
2516,0.268238
2517,0.99404
2518,0.0124875
2519,0.00771059
2520,0.00168502
2521,0.00914982
2522,0.200872
2523,0.0869591
2525,0.189369
2526,0.0284736
2527,0.00504426
2528,0.710391
2529,0.032166
2530,0.00596067
2531,0.00736464
2533,0.931626
2536,0.00231713
2539,0.0452883
2540,0.00584309
2541,0.00843434
2542,0.048299
2543,0.0335633
2544,0.0787446
2545,0.0421483
2546,0.0553287
2547,0.0116978
2548,0.0224314
2549,0.978741
2551,0.414513
2552,0.249213
2553,0.952809
2554,0.000314607
2555,0.00110375
2556,0.00815418
2557,0.0398832
2559,0.0186083
2560,0.00295961
2561,0.00641039
2564,0.00161886
2565,0.0125203
2566,1
2567,0.0019846
2568,0.00728206
2569,0.179027
2570,0.00329037
2573,0.0105452
2574,0.00652205
2575,0.0158822
2576,0.0294266
2577,0.114347
2580,0.0221391
2581,0.00674787
2582,0
2583,0.0736783
2584,0.0746088
2585,0.0152613
2586,0.0913772
2587,0.000182426
2588,0.00127759
2589,1
2590,0.00866168
2591,0.21812
2592,0.935403
2593,0.995201
2594,1
2595,0.976678
2596,0.00243041
2597,0.00538084
2598,0.000678238
2599,0.0890155
2600,0.0231146
2601,0.142293
2602,0.258335
2603,0.177419
2604,0.561646
2605,0.0110511
2606,0.00235088
2607,0.697016
2608,0.0169424
2609,0.147798
2610,0.919637
2611,0.00902111
2613,0.00269069
2614,0.024105
2615,0.0294656
2616,0.0232192
2617,0.0206803
2618,0.0258284
2619,0.119199
2620,0.00344695
2621,0.00171686
2623,0.000805222
2624,0.0474696
2626,1
2627,0.0332243
2628,0.0021826
2629,0.854498
2630,0.00423611
2631,0.00193911
2633,0.0266034
2634,1
2636,0.38358
2637,0.0889546
2640,0.0800999
2641,0.081169
2642,0.972444
2643,0.632164
2644,0.000154149
2645,0.00734401
2646,0.0012279
2647,0.00197492
2650,0.00602416
2651,0.00707303
2652,0.00133452
2655,0.000700123
2656,0.0374984
2657,0.0043131
2658,0.00458776
2659,0.0012724
2660,0.716733
2661,0.980404
2663,0.865457
2665,0.00173745
2666,0.00288531
2667,0.0959199
2668,0.0181129
2669,0.0137665
2670,0.0475877
2671,0.0850229
2672,0.152338
2673,0.000470882
2674,9.8714e-05
2675,0.00266477
2676,0.00340896
2677,0.0151532
2678,0
2680,0.00505248
2681,0.0259031
2682,0.00972306
2683,0.00315294
2684,0.0135889
2685,0.0207598
2686,0.133561
2689,0.02892
2690,0.0833349
2691,0.00138902
2692,0.0541464
2693,0.0604039
2694,0.00119973
2695,0.010031
2696,0.00407275
2697,0.0358142
2698,0.00273046
2699,0.00431886
2700,0.0164706
2701,0.000537082
2702,0.0041839
2703,0.00346682
2704,0.017786
2705,0.0215429
2706,0.996818
2707,0.123957
2708,0.421307
2709,0.153676
2710,0.00331471
2712,0.0487637
2713,0.0201878
2717,0.0175055
2718,0.202243
2719,0.989367
2720,1
2722,0.846526
2724,1
2725,0.00113244
2726,0.00644675
2727,0.0217775
2728,0.00501079
2729,0.227373
2730,0.0719971
2731,0.0343166
2732,0.128466
2733,0.973275
2734,0.000490978
2735,0.00929311
2736,0.0033007
2737,0.0148935
2738,0.000211557
2739,0.000752923
2740,0.00277566
2741,0.0143821
2742,0.0518058
2743,0.024175
2744,0.193111
2746,0.000393585
2747,0.00569356
2748,0.00177194
2749,0.00760004
2750,0.0161051
2754,0.00624828
2755,0.993482
2756,0.000899166
2757,0.00229263
2759,0.00967053
2760,0.00111104
2761,0.038282
2762,0.719271
2763,0.00422385
2764,0.674038
2766,0.152675
2767,0.0107339
2768,0.00682091
2769,0.013106
2770,0.0113283
2771,0.0253183
2772,1
2773,1
2774,1
2775,1
2776,0.00207498
2777,0.00287306
2778,0.0133559
2779,0.00829296
2780,0.169907
2781,0.00466068
2782,0.00852124
2783,0.0676937
2784,0.016662
2785,0.0502018
2786,0.110499
2787,0.0537288
2788,0.992482
2789,0.0444524
2790,0.206268
2791,0.00083123
2793,0.851051
2794,0.0459443
2795,0.0216025
2796,0.0147916
2797,0.154316
2800,0.0120328
2801,0.09976
2802,7.46185e-05
2803,0.132858
2804,0.573955
2806,0.00479721
2808,0.108843
2809,0.00343533
2810,0.868819
2811,0.00074038
2812,0.0391762
2813,0.0134757
2815,0.0173703
2817,8.59581e-05
2818,1
2819,0.00102586
2820,0.0208821
2821,0.00148999
2822,0.0003762
2823,0.0112283
2824,0.00173591
2825,1
2826,0.00230234
2827,0.0130896
2828,0.100719
2830,0.0152683
2831,0.0219233
2832,0.00177277
2833,0.0398574
2834,0.00719087
2835,1
2836,0.0105881
2837,0.0102141
2838,0.0733701
2839,1
2840,0.00124992
2841,1
2842,1
2843,0.985035
2844,0.0339418
2846,0.870373
2847,0.0398907
2848,0.00217116
2849,0.00768482
2850,0.1574
2851,0.0105172
2852,0.981208
2853,0.020324
2854,0.869676
2855,0.00552918
2856,0.00272641
2857,0.00848284
2858,0.026395
2860,0.0688535
2861,0.907419
2862,0.0707062
2863,1
2864,0.935019
2866,0.905977
2868,0.00192571
2869,0.00587064
2870,0.013917
2871,0.00172823
2872,1
2873,0.993525
2874,0.0486843
2875,1
2876,1
2877,0.95186
2878,0.00764595
2879,0.991417
2880,1
2881,0.0114977
2882,0.0037704
2883,0.000947188
2884,0.0105411
2886,1
2887,0.00439587
2888,0.00436233
2889,0.00543721
2890,0.0942236
2891,0.105921
2892,0.000803645
2893,0.00684757
2894,0.00304047
2895,0.0247873
2896,0.00232414
2897,0.00835061
2898,0.0483619
2899,0.0742783
2900,0.065339
2901,0.0278921
2902,0.0136344
2903,0.02602
2904,0.0112093
2905,1
2907,0.0567515
2909,1
2911,0.0112785
2912,0.00290848
2913,0.599731
2914,0.0319437
2915,0.0198439
2916,0.0367792
2917,1
2918,1
2919,1
2920,0.613277
2921,0.782445
2922,0.00611838
2923,0.0192832
2924,0.0303532
2925,0.0673171
2926,0.0639026
2927,0.0773032
2928,0.118671
2929,0.389087
2930,0.35038
2931,0.897669
2934,0.802274
2935,2.08491e-05
2936,0.000392278
2937,0.657096
2938,0.000989818
2939,0.0051501
2940,0.0335609
2941,0.00408443
2942,0.000342196
2943,0.931464
2944,0.00825113
2947,0.0190727
2948,0.0864369
2949,0.932862
2950,0.0363727
2951,0.0111992
2952,0.00783352
2953,0.0320129
2954,0.0247567
2955,0.0145704
2956,0.00733951
2957,0.000955607
2958,0.000969017
2959,1
2960,1
2961,0.013517
2962,0.0884864
2964,0.00284139
2965,1
2966,1
2967,0.00224886
2970,0.000833362
2971,0.686704
2972,0.0259845
2973,0.00277715
2974,1
2975,0.0220896
2976,0.126617
2977,0.0259615
2978,0.0243761
2979,0.026135
2980,1
2981,0.181069
2982,0.0396784
2983,0.0783457
2984,0.00103596
2985,0.94627
2986,0.0161428
2989,0.149849
2990,0.97783
2991,0.0024364
2992,0.000836127
2993,0.00255745
2994,0.0034853
2995,0.00196807
2996,0.041846
2997,0.153394
2998,0.000651503
2999,0.00802612
3000,0.000876063
3001,1
3002,0.00153852
3003,0.0329437
3005,0.969963
3006,0.00840596
3007,0.00189408
3008,0.0028989
3009,0.00973319
3010,0.0201626
3011,0.00891238
3012,0.0213764
3013,0.00664714
3014,0.263524
3015,0.0106242
3016,0.00485661
3017,0.0913021
3018,0
3020,0.0142426
3021,0.0148675
3022,0.964334
3023,0.00435866
3024,0.982116
3025,0.0289422
3026,0.995204
3027,0.326056
3028,0.351181
3029,0.97376
3030,0.966066
3032,0.363161
3033,0.0106432
3034,0.028851
3035,0.0201666
3036,0.0187252
3037,0.0226556
3038,0.0907882
3039,0.0175201
3040,0.00953137
3041,0.0106447
3042,0.00443566
3043,0.0083788
3044,0.0725338
3045,0.0354636
3046,0.880553
3048,0.981933
3049,0.98103
3050,0.429623
3051,1.30232e-05
3052,0.0002124
3053,0.000548949
3054,0.838923
3055,0.00415358
3056,0.00997116
3057,0.000910699
3058,0.00191141
3059,0.0372021
3060,0.535286
3061,0.921855
3062,0.0201813
3064,0.97526
3065,0.400838
3066,0.0153761
3067,1
3068,0.999587
3070,0.00402046
3071,0.00651223
3072,0.995896
3074,1
3076,1
3078,1
3080,1
3081,1
3082,0.23316
3083,1
3084,0.03454
3085,0.0402876
3086,0.0123042
3087,0.527188
3089,1
3090,1
3091,0.000258082
3092,0.00244639
3095,0.0205191
3096,0.000980186
3097,0.000632435
3098,0.00141576
3099,0.781731
3100,0.0116842
3101,0.00105926
3102,0.00269175
3103,0.0014697
3105,0.0847548
3106,0.000647559
3107,0.00124485
3109,0.00164585
3110,0.00789351
3111,0.00218771
3113,0.0322691
3114,0.00199572
3115,0.0322806
3116,0.00274591
3117,0.0249434
3119,0.90232
3120,0.105361
3121,0.00335865
3122,0.991241
3123,0.0107701
3124,0.0050041
3126,0.41123
3127,0.0547482
3128,0.101561
3130,0.0264237
3131,0.0774459
3132,0.0635261
3133,0.173135
3134,0.00231797
3135,0.473246
3136,0.000345392
3137,0.00730969
3138,0.977208
3139,0.00511379
3141,0.00210841
3142,0.000706479
3144,0.0227467
3145,0.00377921
3146,0.00553966
3147,0.0173462
3148,0.0124301
3149,0.0661747
3150,0.0122419
3151,0.00882199
3152,0.0490192
3153,0.00989086
3154,0.0561209
3155,0.0417123
3156,0.00301336
3157,0.0403933
3158,0.00555536
3159,0.0024778
3160,0.0334896
3161,0.0101468
3162,0.0741375
3163,0.0367396
3164,0.0261903
3165,0.00302012
3166,0.00146177
3167,0.00221564
3168,0.0116507
3169,0.946039
3171,0.0193636
3172,0.230937
3173,0.270351
3174,0.00144391
3177,0.0157088
3178,0.148551
3179,0.00662222
3182,0.00367435
3183,0.0292703
3184,0.0151737
3187,0.99612
3188,0.00370257
3189,0.0111948
3190,0.00806277
3191,0.968332
3192,0.00313094
3193,0.048861
3194,0.0623123
3195,0.990809
3197,0.070747
3199,0.301702
3200,1
3201,0.000140601
3202,0.0101932
3203,0.000317757
3204,0.00752626
3205,0.0285668
3206,0.128189
3207,0.00524102
3208,0.010447
3209,0.0134802
3210,0.227977
3211,0.242965
3212,0.000505503
3213,1
3214,0.00204432
3215,0.025922
3216,0.0596733
3218,0.0170592
3219,0.00512565
3220,0.00455913
3221,0.00466586
3222,0.00678076
3223,0.00615614
3224,0.00190013
3225,0.0407839
3226,0.0334934
3227,0.0320096
3228,0.659527
3229,0.0806137
3230,0.906592
3231,0.0403801
3233,0.000939979
3234,0.00981611
3235,0.00521668
3238,0.00352029
3239,0.00198768
3240,0.00393528
3241,0.00828243
3242,0.0662422
3243,0.0071468
3244,0.273047
3245,0.0103419
3246,0.00511505
3247,0.0521076
3248,0.0468392
3249,0.0946295
3250,0.00587023
3251,0.000519445
3252,4.06873e-05
3253,0.000140025
3254,6.73798e-05
3255,0.000579337
3256,0.000159198
3257,0.00775105
3258,0.000323859
3260,0.00543959
3262,0.106633
3263,0.0530077
3264,0.315233
3265,0.966097
3266,0.994201
3267,0.975662
3268,0.0459994
3269,0.00375187
3270,0.0197397
3271,0.00279442
3272,0.0594514
3273,0.0289287
3275,0.00292083
3276,0.0175402
3278,0.0116144
3279,0.0219954
3280,0.913826
3282,0.00585017
3283,0.00060029
3284,0
3287,0.00298686
3288,0.0211073
3289,0.00638363
3290,0.00778082
3292,0.00916403
3293,0.00967811
3294,0.173692
3295,0.0307389
3296,0.00193014
3297,0.0274024
3298,0.00429171
3299,0.00531009
3300,0.251209
3301,0.00319077
3302,0.00586446
3303,0.0342301
3304,0.00803156
3305,0.0214695
3306,0.302172
3307,0.0985098
3308,0.0115422
3310,0.0489434
3311,0.00387731
3312,0.00427145
3313,0.000756736
3314,0.0381736
3315,0.0258715
3316,0.039774
3317,0.53985
3318,0.540806
3319,0.965166
3320,1
3321,0.00320526
3322,0.0137065
3323,0.00767921
3324,0.0957179
3325,0.991584
3326,0.118702
3327,0.00141376
3328,0.00458733
3329,0.00841373
3330,0.00326306
3332,0.0474046
3333,0.996286
3334,1
3335,0.000139425
3336,0.315036
3337,0.000285794
3339,0.00472956
3340,0.00197448
3342,0.0111361
3343,0.000512861
3344,0.00449564
3345,0.00170573
3346,0.00133626
3347,0.0110005
3348,0.00113971
3349,1
3351,0.00744357
3352,0.0990477
3354,0.868932
3355,1
3356,0.139213
3357,1
3358,0.994976
3359,0.908796
3361,0.0273082
3363,0.113429
3365,0.312155
3366,0.0300738
3367,1
3368,0.994765
3369,0.956327
3371,0.0581206
3373,0.0472009
3376,0.885277
3377,0.570761
3378,0.985422
3380,0.00127676
3381,0.00339456
3382,0.074573
3383,0.0696162
3384,0.0311569
3385,0.0644288
3386,0.996243
3388,0.00949352
3389,0.00563402
3390,0.00208465
3391,0.00752898
3392,0.0244589
3394,0.0563461
3395,0.0136742
3396,0.0239277
3397,1
3398,0.00318761
3399,0.00527787
3400,0.0675609
3401,0.130075
3402,0.911666
3404,0.443569
3405,0.0484338
3406,0.00619055
3408,0.0108423
3409,0.0381444
3410,0.0103367
3411,0.884582
3412,0.987503
3413,0.989385
3414,1
3415,0.798005
3416,0.0771022
3418,0.946516
3420,0.00312789
3421,0.183896
3423,0.0355695
3424,1
3425,0.00628999
3426,0.049249
3428,1
3429,0.992268
3430,0.0827034
3431,1
3432,0.986334
3433,0.991748
3434,0.866431
3435,1
3436,0.955581
3438,0.875582
3439,0.968823
3440,0.000222024
3441,0.000393588
3442,0.00308639
3443,0.025486
3445,0.00176442
3446,0.00930582
3447,0.00793582
3448,0.00474919
3449,0.00643031
3450,0.0473001
3452,0.156482
3453,0.144463
3454,0.000571604
3455,0.0143269
3456,0.0103012
3457,0.452096
3459,0.0300482
3460,0.110902
3461,0.00204928
3462,0.00810471
3463,0.00464385
3464,0.103514
3465,0.489946
3466,0.14212
3467,0.996045
3468,0.378255
3469,0.995906
3470,0.223851
3471,0.960877
3472,1
3473,1
3474,0.000894924
3475,0.0026043
3476,0.0177921
3477,0.0338804
3478,0.0760661
3480,0.00771616
3481,0.0165785
3482,0.00652782
3483,0.00616035
3484,0.00835335
3485,0.00512638
3486,0.542624
3487,0.0555999
3488,0.0712423
3489,0.0344703
3490,0.00141803
3491,0.0100732
3492,0.00371629
3494,0.0818055
3495,0.0663999
3496,0.0201609
3497,0.429579
3499,0.0064976
3500,0.0198251
3501,0.0123353
3502,0.0762675
3503,0.0676177
3504,0.0645855
3505,0.991102
3506,1
3507,0.260634
3508,0.997379
3509,0.985033
3510,1
3512,0.00127297
3513,0.018192
3514,0
3515,0.0281283
3516,1
3517,0.00764685
3518,0.0475921
3519,0.00557789
3520,0.0802494
3521,0.079994
3522,0.000227743
3523,0.000717803
3524,0.000128562
3525,0.950052
3526,0.121715
3527,0.890964
3528,0.607123
3530,0.566959
3536,0.00280377
3537,0.0202187
3538,0.0285834
3539,0.00294282
3540,0.00737073
3541,0.0327015
3543,0.028483
3544,0.194111
3545,0.0104675
3546,0.0242718
3547,0.0175301
3548,0.0066588
3549,0.0848795
3550,0.0613833
3552,0.774664
3553,0.540943
3554,0.981519
3555,0.360066
3557,1
3558,0.144494
3561,0.0227876
3562,0.00183739
3567,0.00253962
3568,0.0171533
3570,0.00290812
3571,0.0248898
3572,0.0137216
3573,0.0349293
3574,0.0278822
3575,0.0104507
3576,0.113868
3577,0.112296
3578,0.0753548
3580,0.0078704
3581,0.00687804
3582,0.00146894
3583,0.00402376
3584,0.0537925
3585,0.00056773
3586,0.000393801
3587,0.00102291
3589,0.00421707
3590,0.00168983
3591,0.009959
3592,0.0107149
3594,0.01262
3595,0.0137751
3596,0.00443713
3597,0.0217644
3598,0.000819409
3599,0.104613
3600,0.000936419
3601,0.00417094
3602,0.00572894
3603,0.0198163
3604,0.00802834
3605,0.00256951
3606,0.0129999
3607,0.000636058
3608,0.152949
3609,0.0462737
3611,0.0256445
3612,0.979623
3613,0.0549184
3614,0.0119238
3615,0.0362227
3616,0.00874785
3617,0.061029
3619,0.0346625
3620,0.637614
3621,0.597875
3622,0.0663386
3623,0.0105487
3624,0.000977178
3625,0
3626,0.00754497
3627,0.792321
3628,0.00372292
3629,0.00978678
3630,0.00165066
3631,0.000876883
3632,0.0204241
3633,0.251881
3635,0.240079
3636,0.0842048
3637,0.110844
3638,0.184526
3639,0.995355
3640,0.982693
3642,0.878377
3643,0.971364
3645,0.933502
3647,0.733048
3650,0.0135328
3651,0.000793767
3652,0.0546234
3653,0.00428979
3654,0.00698458
3655,0.0584321
3656,0.0421383
3659,0.909025
3661,0.983746
3662,0.995276
3664,0.0043083
3665,0.0114144
3666,0.000618607
3667,0.0568315
3668,0.0300197
3669,0.0594837
3670,0.996064
3672,0.981411
3673,0.971171
3674,0.824765
3675,0.00615566
3676,0.000417403
3677,0.00752509
3678,0.0233634
3679,0.0561417
3680,0.00111062
3681,1
3682,0.00117615
3683,0.00374088
3685,0.0324093
3686,0.00493243
3687,0.0278349
3688,0.0244196
3689,0.1255
3690,0.0403498
3691,0.183285
3692,0.287378
3694,0.171602
3695,0.974717
3696,0.00294868
3697,0.00266727
3698,0.0123121
3699,0.0171424
3700,0.0458966
3701,0.0170841
3702,0.578156
3703,0.275327
3705,0.142969
3706,0.279319
3707,0.000440351
3708,0.00268734
3709,0.00348317
3710,0.977508
3711,0.864871
3712,0.194324
3713,1
3715,0.636616
3716,0.969739
3717,1
3718,0.0222637
3719,0.00114696
3720,0.0527076
3721,0.0595617
3722,0.0111066
3723,0.80106
3724,0.118577
3725,0.130863
3726,0.0412039
3727,0.0494821
3728,0.00903158
3729,0.004543
3730,0.0292295
3731,0.0517488
3732,0.000190102
3733,0.772765
3734,0.00382002
3735,0.00269106
3736,0.00175478
3737,0.00864808
3738,0.0418795
3739,0.00285684
3741,0.433301
3742,0.00225241
3743,0.00121169
3744,0.00436394
3745,0.0124508
3746,0.00186263
3747,0.00810619
3748,0.00438185
3750,0.000166671
3755,0.0277148
3756,0.0264076
3757,0.0188011
3758,0.0177111
3759,0.677988
3760,0.898447
3761,0.123107
3762,0.00450195
3764,0.983624
3765,0.0373708
3766,0.00820965
3767,0.0485844
3770,0.0715015
3771,0.96475
3772,0.991126
3773,0.0249937
3774,0.00945088
3775,0.671155
3776,0.00515023
3777,0.0317565
3778,0.00759058
3779,0.648717
3781,0.00666264
3782,0.0537266
3783,0.0325728
3784,0.0358683
3785,0.0856235
3787,1
3790,0.000552116
3791,0.000209373
3793,0.0144163
3794,0.00200978
3796,0.00137516
3798,0.0210307
3800,0.970562
3801,0.000949433
3802,0.016735
3803,0.00795687
3804,0.0334346
3805,0.00117475
3806,0.000689383
3807,0.0233911
3808,0.017638
3809,0.109976
3810,0.0127163
3812,0.0686059
3813,0.456504
3814,0.952402
3815,0.0409993
3816,0.922986
3817,0.982095
3818,0.995141
3819,0.91429
3821,0.898696
3822,0.0969399
3823,0.975894
3825,0.892147
3826,0.248352
3828,1
3829,1
3830,0.00268433
3831,0.00127937
3832,0.140425
3833,0.00412845
3834,0.00645304
3836,0.0279438
3837,1
3838,0.879124
3839,0.736574
3841,0.00347411
3842,0.00955927
3843,0.00765342
3845,0.0278613
3846,0.0253599
3848,0.0120442
3849,0.000237836
3850,0.000972429
3851,0.00355787
3852,0.0021983
3853,0.00274564
3854,0.0167179
3855,0.167986
3857,0.13239
3858,0.956254
3860,0.121707
3861,0.997409
3862,0.400889
3863,0.982727
3864,0.998407
3866,0.849899
3867,0.00031838
3868,0.00491524
3869,0.00268415
3870,0.454208
3871,0.000713142
3873,0.00728588
3875,0.0599546
3876,0.858387
3877,0.000742846
3878,0.00777365
3879,0.00929698
3880,0.0018365
3882,0.0106445
3883,0.0385025
3885,0.579428
3886,0.996586
3887,0.00443134
3889,0.0196516
3890,0.0102675
3892,0.627423
3893,0.0055689
3894,0.00637618
3896,0.0167923
3897,0.174469
3898,0.0488228
3899,0.918559
3900,0.987677
3901,0.766632
3902,0.00394419
3903,0.828162
3904,0.0213942
3905,0.003021
3907,0.0369066
3909,0.995393
3910,0.00872752
3911,0.937911
3912,0.00201994
3913,0.0118245
3915,0.0194698
3916,0.0171287
3918,0.000961341
3919,0.00283353
3920,0.00779049
3921,0.00118759
3922,1
3923,0.105941
3924,0.0812405
3925,0.026664
3926,0.00153318
3927,0.0216891
3928,0.0145215
3929,0.0253438
3930,0.00161259
3931,1
3932,0.0499987
3933,1
3935,0.0131455
3936,0.0668881
3937,0.0029238
3938,0.0514418
3939,0.102404
3940,0.000693918
3941,0.0315543
3942,0.00156731
3943,0.0121497
3944,0.00506229
3945,0.27567
3946,1
3947,0.00208234
3948,0.00966801
3949,0.798346
3950,0
3951,0.00799398
3952,0.00451052
3953,0.0164256
3956,0.0271235
3957,0.145697
3960,0.000555506
3961,0.00157218
3962,0.00113806
3963,0.00217378
3964,0.00284557
3965,0.00346814
3966,0.00790418
3967,0.017031
3968,0.0689661
3970,0.00471229
3972,0.0371125
3973,0.0381428
3974,0.103444
3976,0.00315217
3977,0.000594273
3979,0.0335855
3981,1
3982,0.00141404
3983,0.0410453
3984,0
3985,0.048003
3986,0.921822
3988,0.0399269
3990,0.0772193
3991,0.0343166
3992,0.841994
3993,0.019787
3994,0.0050263
3995,0.0105185
3996,0.727415
3997,1
3998,0.19309
4000,0.00712415
4002,0.996673
4003,0.119877
4004,0.0512251
4005,0.00865949
4006,0.981194
4007,0.223125
4008,0.94718
4009,0.998156
4010,0.99361
4011,0.861609
4012,1
4013,0.0583919
4014,0.00211907
