groupid,output
979,0.00726444
980,0.902714
981,0.710133
982,0.935806
983,0.688459
984,0.009501
986,0.00430974
987,0.00330289
988,0.0187166
989,0.127881
990,0.000518089
991,0.0012489
992,0.00547062
994,0.0180755
995,0.00521779
996,0.00369541
997,0.0133696
998,0.0436853
999,0.0120124
1000,0.184702
1001,0.74626
1003,0.00482199
1004,0.0039828
1005,0.00861045
1006,0.0248825
1007,0.0109822
1008,0.0211844
1009,0.00431274
1010,0.00166208
1011,0.000120652
1012,0.00748546
1013,0.0075237
1014,0.0178883
1015,0.00697373
1016,0.709462
1017,0.0372644
1018,0.219605
1019,0.00838796
1020,0.943949
1021,8.84344e-05
1022,0.0135757
1023,0.00181988
1025,0.000420725
1026,0.00212359
1027,0.00871063
1028,0.0150021
1029,0.0127542
1031,0.00270418
1032,0.00744502
1033,0.321818
1034,0.0170899
1035,0.00166388
1036,0.00788269
1037,0.00296364
1039,0.0192745
1040,0.0614354
1042,0.549503
1043,0.891159
1045,0.187216
1046,0.954789
1047,0.625294
1048,0.907827
1049,0.00041326
1050,0.00528437
1051,0.930147
1052,0.0734629
1053,0.00313322
1054,0.00093967
1055,0.000793084
1056,0.0132834
1057,0.00127216
1059,0.108449
1060,0.747871
1061,0.000307073
1062,0.0043585
1063,0.00226289
1064,0.00290541
1065,1
1066,0.0617808
1067,0.734928
1068,1
1069,1
1071,0.000530226
1072,0.0057212
1073,0.000443397
1074,0.00241996
1075,0.00140695
1076,0.0352839
1077,0.0114238
1078,0.40623
1079,0.0308622
1080,0.0757241
1081,0.129687
1082,0.0411462
1083,0.114819
1085,0.0932002
1086,0.965936
1087,0.967114
1088,0.945448
1089,0.967998
1091,0.00611393
1092,0.00372762
1093,0.0109837
1094,0.0341969
1096,0.0111863
1098,0.0606986
1100,0.105143
1101,0.138311
1102,0.939675
1103,0.00107691
1104,0.000482878
1105,0.0330743
1107,0.108094
1109,0.0145886
1110,0.789744
1111,1
1112,0.902467
1113,1
1114,0.00183624
1115,0.000511903
1116,1
1118,0.0154497
1119,0.690082
1120,0.0409932
1121,0.0334527
1122,0.172135
1123,1
1124,0.00107266
1125,0.00037317
1126,0.000705761
1127,0.01242
1128,0.978815
1129,0.952329
1130,0.0113932
1131,0.0128417
1132,0.0115123
1133,0.00133156
1134,0.0398195
1135,0.00558883
1136,0.00011841
1137,0.00917064
1138,0.000905371
1139,0.000794567
1140,0
1141,0.0289387
1142,0.00761119
1143,0.994586
1144,0.0375205
1145,0.000681198
1146,0.912244
1147,0.0201512
1148,0.894532
1149,0.4757
1150,0.136893
1151,0.553917
1152,0.110177
1155,0.282787
1158,1
1159,0.944637
1160,0.76716
1161,0.944932
1163,0.00378589
1164,0.936719
1165,0.00653706
1166,0.0070994
1167,0.0264114
1169,0.0289021
1170,0.0436094
1171,0.0937556
1173,0.716964
1174,0.012926
1176,0.0836921
1177,0.032713
1178,1
1179,0.061733
1180,0.0550425
1182,0.0110549
1183,0.013111
1184,0.0414765
1185,0.0262246
1186,0.00516761
1187,0.98282
1188,0.0602486
1189,0.000357479
1190,0.000473535
1191,0.0137544
1192,0.00471986
1193,0.00399687
1194,0.0134513
1195,0.00364307
1196,0.00548673
1197,0.0309389
1199,0.0729411
1200,0.984825
1201,0.99
1202,0.00434152
1203,0.00025952
1204,1
1206,0.0268895
1207,0.108423
1209,0.0374322
1210,0.546242
1211,0.0613498
1212,0.000183884
1213,0.0027436
1214,0.00133726
1216,1
1218,1
1219,0.00162997
1220,0.0547294
1221,0.0171768
1223,0.00411106
1224,0.00246412
1225,0.00755756
1226,0.00942665
1229,0.00571006
1230,0.142692
1231,0.983984
1232,0.944196
1233,0.00793274
1234,0.00129193
1235,0.0139853
1236,0.28687
1237,0.0224654
1238,0.142497
1239,0.915517
1241,0.00135759
1242,0.9602
1243,0.00845465
1245,0.0266111
1246,0.880339
1247,0.103244
1248,0.121337
1249,0.0994689
1250,0.0196757
1252,0.00804632
1253,0.00970974
1254,0.00688994
1255,0.0408488
1256,0.0126569
1257,0.00962994
1258,0.0139977
1259,0.0107451
1260,0.0116212
1261,1
1262,0.0455915
1263,0.506714
1265,0.0609595
1266,0.00596058
1267,0.00957953
1268,0.0652736
1269,0.00466368
1270,0.0824503
1271,0.0238182
1274,0.0924764
1275,0.00134463
1277,0.00661826
1278,0.00293671
1279,0.0100273
1280,0.00548544
1281,0.0135313
1283,0.00229706
1284,0.00106719
1285,0.0265277
1286,0.0299197
1287,0.0139519
1289,0.0507741
1290,0.467104
1291,1
1292,0.949982
1293,0.0587634
1294,0.0090018
1295,0.00285025
1296,0.0336554
1297,0.0345491
1298,0.0740879
1299,0.00266402
1300,0.007931
1301,0.00860237
1302,0.0454654
1303,0.164099
1304,0.984111
1305,0.941824
1306,0.032441
1307,0.0471391
1308,0.038702
1310,0.0757909
1311,0.07757
1312,0.0480398
1313,0.690378
1315,0.962218
1317,0.925375
1319,1
1321,0.783113
1322,0.225772
1323,0.489853
1324,6.64937e-05
1325,1
1326,1
1327,0.016166
1328,0.0187184
1330,0.473869
1331,0.0108203
1332,0.0164526
1333,0.0251969
1334,0.00576736
1335,0.00970111
1336,0.0195147
1337,0.103091
1338,0.00310304
1339,0.00366499
1340,0.10447
1341,0.0283859
1342,0.49216
1343,0.0376719
1344,0.183583
1345,0.00538227
1346,0.00331122
1347,0.0160558
1348,0.00633134
1349,0.0637139
1350,0.0109387
1351,0.0115214
1352,0.0913973
1355,0.0192046
1356,0.0252944
1357,0.111453
1358,0.00575768
1360,0.928352
1361,0.968991
1364,0.0391562
1365,0.00331279
1367,0.00436468
1368,0.0065032
1370,0.00252403
1371,0.00079537
1372,0.0163545
1374,0.0541802
1376,1
1377,0.00121794
1378,0.018753
1379,0.0242222
1380,0.0128675
1381,0.00487065
1382,0.0238828
1384,0.00266717
1385,0.388572
1386,0.00437444
1387,0.000728938
1388,0.0108252
1389,0.0982097
1390,0.00442223
1391,0.135218
1392,0.00641166
1393,1
1394,0.0100243
1395,0.00131436
1396,0.0296005
1397,0.0947324
1398,0.12767
1399,0.968445
1400,1
1401,0.194253
1403,1
1404,0.00522584
1405,0.000668095
1406,0.548534
1407,0.0174029
1409,0.0628227
1410,0.750343
1411,0.0469474
1412,0.0133881
1413,1
1415,0.000595132
1416,0.00149789
1417,0.009434
1419,0.0373837
1421,0.509028
1422,0.0217519
1424,0.0105252
1426,0.286155
1427,1
1428,0.00478881
1429,0.0066983
1431,0.0233551
1434,0.032393
1436,0.928215
1437,0.141012
1438,0.0168628
1439,0.013759
1440,0.010348
1442,1
1443,0.0149835
1444,0.0248787
1445,0.0358741
1446,0.0139408
1447,0.010706
1448,0.00128094
1449,0.0303831
1450,0.997675
1451,0.0736741
1452,0.636758
1454,0.986977
1455,0.974972
1456,0.805355
1458,0.878924
1459,0.00384734
1460,0.0187724
1461,0.0682226
1462,0.215562
1463,0.239285
1464,0.991528
1465,0.0460976
1466,0.964876
1467,0.13948
1470,0.987639
1471,0.00490733
1472,0.96664
1473,0.0157053
1474,0.00686111
1475,0.0309909
1476,0.00326522
1477,0.0119623
1478,0.0035948
1479,0.00442978
1480,0.0115785
1481,0.0746156
1483,0.0188108
1484,0.0107119
1485,0.00778392
1486,0.000878693
1487,0.0071934
1488,0.0209505
1489,0.0440569
1490,0.025611
1492,0.00153199
1493,0.00240901
1494,0.0023731
1495,0.020694
1496,0.00625269
1497,0.00324865
1498,0.744496
1499,0.0151312
1501,0.0629829
1502,0.0288375
1503,0.00101253
1504,0.173762
1505,0.0117156
1506,0.0970991
1507,0.0225901
1508,0.0747134
1510,0.0254624
1511,0.00406557
1512,0.0046522
1513,0.0142849
1514,0.0165521
1515,0.0331663
1516,0.0401713
1517,0.0326893
1518,0.742159
1520,1
1521,0.186008
1522,0.00516067
1523,0.00223247
1524,0.00176699
1525,0.0193957
1526,0.0399727
1527,0.990991
1528,0.00299993
1529,0.000504551
1530,0
1531,0.000883965
1532,1
1534,0.39011
1535,0.0151682
1536,0.835919
1537,0.0536985
1538,0.0873116
1539,0.675837
1541,0.00713701
1542,0.928877
1543,0.0116468
1544,0.000355637
1545,0.0848158
1546,0.0167665
1547,0.0461807
1549,0.000148574
1550,0.000855203
1551,1
1552,0
1553,0.00284521
1557,0.00152657
1558,0.00280431
1559,0.00359909
1560,0.00272598
1561,0.0049613
1562,0.0825589
1564,0.00161847
1565,0.000485671
1566,0.000739343
1567,0.025054
1568,0.995076
1569,0.880631
1570,0.0584946
1572,0.784874
1573,0.00227953
1574,0.00457581
1575,0.00120004
1576,1
1577,0.00302237
1578,0.0005308
1580,0.0190438
1582,0.337745
1583,0.00170932
1584,0.00472595
1585,0.00884264
1586,0.00152838
1588,0.00974206
1590,0.0081176
1591,0.011123
1592,0.00609292
1593,0.0306024
1594,0.98321
1595,1
1597,0.000119661
1598,0.00087325
1599,0.0112983
1600,0
1601,0.0103864
1603,0.00320567
1604,0.000281759
1605,0.450139
1607,0.00406973
1610,0.0100949
1612,0.661038
1613,0.00150395
1614,0.0585279
1615,0.877558
1616,0.000320799
1617,0.00146098
1618,0.00157989
1619,0.00488432
1620,0.00902616
1622,0.358717
1623,0.893168
1624,0.000334237
1625,0.00180101
1626,0.00916328
1627,0.0109527
1628,0.00477703
1629,0.059958
1630,0.210552
1631,0.540823
1633,0.000217125
1634,0.0645764
1635,0.0012296
1636,0.0252017
1637,0.0248922
1638,0.0278178
1639,0.000168655
1640,0.000366897
1641,0.00256308
1642,0.00308066
1643,0.000341087
1644,0.00810348
1645,0.00398675
1646,0.000679957
1647,8.64449e-05
1648,0.00560028
1649,0.00363712
1650,0.00688312
1651,0.0164222
1653,0.0178471
1655,0.130581
1656,0.0179669
1657,0.0179794
1658,0.0125591
1659,0.0148753
1660,0.00544451
1661,0.00320141
1662,0.030842
1663,0.792775
1664,0.00944019
1665,0.0467601
1666,0.0042966
1667,0
1668,0.00129889
1669,0
1670,0.0176075
1671,0.0185349
1672,0.259649
1673,0.0383407
1675,0.871156
1676,0.0352539
1677,0.126177
1678,0.150486
1679,0.0204108
1680,0.0120996
1681,0.0971827
1682,0.00916319
1683,0.0322269
1684,0.0698553
1685,0.000361334
1686,0.00184122
1687,0.0195475
1688,0.00923804
1689,0.0285389
1690,0.0495926
1692,0.0149741
1694,1
1695,0.0226957
1696,0.282629
1697,0.995202
1699,0.994385
1701,0.988319
1702,0.00332373
1703,0.0422847
1705,0.00115609
1707,0.00661731
1709,0.990081
1710,0.000265189
1711,0.00477992
1712,0.0324922
1713,0.883268
1714,0.0115247
1715,0.020366
1716,0.963111
1717,0.00237333
1718,0.00100885
1719,0.00384871
1720,0.00650792
1721,0.0135302
1723,0.946092
1724,0.00371044
1726,0.0070914
1729,0.0642183
1730,0.00385781
1732,0.0843076
1733,0.0639603
1735,0.00987876
1736,1
1737,0.0153611
1738,0.0026854
1740,0.180486
1741,0.0865832
1742,0.434839
1743,0.00836772
1744,0.048686
1745,0.0283226
1746,0.00928249
1747,0.00653191
1749,0.988391
1750,0.652871
1751,0.000952834
1752,0.0136285
1753,0.00113097
1754,0.0370404
1756,0.104181
1757,0.0221961
1758,0.319091
1759,0.256751
1760,0.10666
1762,0.0145777
1763,0.0793301
1764,0.0259264
1765,0.122487
1766,0.797723
1767,0.983575
1769,0.00028346
1770,0.000143802
1771,0.000327481
1772,0.489945
1774,0.030981
1775,0.020404
1776,0.00331422
1777,0.00406909
1778,0.00121287
1779,1
1780,0.0850872
1781,0.99018
1782,0.960211
1785,0.983375
1786,0.969693
1787,0.00120598
1788,0.0143876
1789,0.00490897
1790,0.00825725
1791,0.00781238
1792,1
1793,0.00411881
1794,1
1795,0.844447
1797,0.208165
1798,0.386676
1799,0.26791
1800,0.000534078
1801,0
1802,0.0466982
1803,0.0153144
1806,0.00277798
1807,0.0148859
1808,0.0282676
1809,0.041554
1810,0.00466953
1811,1
1812,0.018738
1813,0.051114
1815,0.166989
1816,1
1817,0.967624
1818,1
1820,0.0170121
1821,0.0808124
1822,0.00469066
1823,0.745299
1824,0.022742
1825,0.00123004
1826,0.000950853
1827,0.000642168
1828,0.00149649
1829,0.00772991
1830,0.000406111
1831,0.0140594
1832,0.814903
1834,0.0539
1835,0.0222059
1836,0.0140055
1840,0.00488453
1842,0.413524
1845,0.864732
1846,0.644649
1847,0.00517985
1848,0.0135825
1850,0.113078
1851,0.114491
1852,0.0892724
1853,0.43379
1854,0.162986
1856,1
1857,0.932561
1859,0.843352
1862,0.995046
1863,1
1864,0.00363977
1865,0.0616796
1866,0.0119962
1867,0.00339415
1868,0.00781881
1869,0.023108
1870,0.0136454
1871,1
1872,0.000183994
1873,0.000338521
1874,0.00939919
1875,0
1876,0.00782389
1877,0.00263652
1878,0.009331
1879,0.005212
1880,0
1881,0.00303843
1882,0.00139435
1884,0.00129687
1885,0.00239748
1886,0.000485252
1887,0.0269685
1888,0.0312111
1889,0.0206544
1890,0.901956
1891,0.0658573
1892,0.0298553
1893,0.0205121
1894,0.105683
1895,0.0570234
1896,0.15058
1897,0.0584921
1898,0.618812
1899,0.986447
1901,0.912644
1902,0.00700457
1903,0.00317768
1904,0.000524207
1905,0.00605481
1906,0.00285161
1907,0.0147009
1908,0.000761128
1911,0.0013454
1912,0.0088584
1913,0.805508
1914,0.00149116
1915,0.00370641
1916,0.00104883
1918,0.00959878
1919,0.0462718
1920,0.00672565
1921,0.0171727
1922,0.0481442
1924,0.000491084
1925,0.00101886
1926,0.00321778
1927,0.00522585
1928,0.00856975
1929,0.0398761
1930,0.00162515
1931,0.00135926
1933,0.000203887
1934,0.00362907
1935,0.0271137
1936,0.0167648
1937,0.00522496
1938,0.00208358
1939,0.0639229
1940,0.00778337
1941,0.00167478
1943,0.0276679
1944,0.0104955
1945,0.0533259
1947,0.000682334
1948,0.00696731
1949,0.00656167
1950,0.0515958
1951,0.0567884
1952,0.0103702
1954,4.37243e-05
1956,0.000783195
1957,0.909726
1958,0.0122925
1959,0.00355795
1960,1
1961,0.38039
1962,0.000158928
1963,0.0193211
1964,0.0151707
1967,0.000853728
1968,0.00178401
1969,0.0160438
1970,0.178957
1971,0.0377307
1972,0.00520283
1973,0.994238
1974,0.048243
1976,0.00265869
1977,0.794742
1978,0.00131146
1979,0.000425294
1980,0.0954113
1981,0.0046111
1982,0.00315745
1983,0.00113722
1984,0.0130261
1985,0.0118361
1986,0.0306943
1987,0.945609
1988,0.915275
1989,0.779842
1990,0.917293
1991,0.16118
1992,0.00170606
1993,0.0569869
1994,0.0356041
1995,0.0110835
1997,0.105648
2000,1
2001,0.00179562
2002,0.00116651
2003,0.00941069
2004,0.00988127
2005,0.00365344
2006,0.0185515
2007,1
2010,0.0134344
2012,0.023102
2013,0.0659607
2014,0.0894378
2015,0.0174956
2016,0.21357
2017,0.141614
2018,0.104919
2019,0.0728936
2020,0.0192642
2021,0.00696533
2023,0.0800627
2024,0.866889
2025,0.927272
2027,0.432966
2028,0.917821
2031,1
2032,0.0218988
2033,0.00451569
2034,0.158333
2035,0.00369006
2037,0.00926328
2038,0.0257224
2039,0.640586
2040,0.775581
2041,0.0278131
2042,0.00573964
2045,0.0330637
2046,0.00322673
2047,0.00893552
2049,0.00112833
2050,0.00627528
2051,0.133797
2052,0.0942662
2053,0.00206953
2054,0.0124535
